algorithm,pop_size,crossover_rate,mutation_rate,crossover_type,max_fitness,avg_fitness,best_weights,fitness_history,extended_state
GA,100,0.2,0.04,one_point,804797.0,336407.24,"[ 0.73100281 -0.22386479  0.66726903  0.01321178  0.71312592 -0.19016442
  0.66693834  0.42761346 -0.30894082  0.24157118  0.41949108 -0.59509505
 -0.76737228 -0.09653464  0.98981549  0.30309147  0.25060394 -0.28699236
 -0.09631103 -0.83907938  0.81617001 -1.11223793  0.56816794  0.64447995
  1.25127321  0.01602176 -0.19142332 -0.33715013 -0.78308971  0.72869454
  0.74452012  0.18129627 -0.14894197  0.57175172  0.70548927  0.56802962
 -0.52794984  0.02775316  0.72993049  0.68718996 -0.88473309  0.74635593
  1.1862666  -0.6591103   0.64345017 -0.123077    0.18683566 -0.4507427
  0.75979333 -0.65835986  0.09852805 -0.70015303 -0.79150519 -0.76370593
  0.72045026  0.51629322 -0.24424318  0.25950067  0.75346959  0.45731813
 -0.73637035  0.99626244 -0.84614501  0.47036572 -0.4679212  -0.18922982
  0.00959511 -0.14554301  0.30941589 -0.72427516 -0.6527541  -0.37628534
  0.702337    0.50120531 -0.5982553  -0.65816818  1.01268668 -0.7479944
 -0.37023912 -0.33794723  0.69411835  0.70216742 -0.61845036  1.00725814
 -0.29969913  0.03941429 -0.12104334 -0.34872839 -0.52155337 -0.54561898
  0.21352026 -0.66194622 -0.53760007  0.51905697 -0.8831428   0.26213082
 -0.76061363 -0.49985526 -0.11276668  0.81477624 -0.96027133  0.67255089
  0.75859108  0.81518322 -0.80300168 -0.61900408  0.05453965 -0.99631495
 -0.70214208  0.38884684  0.44714357  0.19168249  0.47574541  0.29743061
 -0.45293188  0.01666323 -0.85524468  0.73074879 -0.37782296 -0.71057871
  0.50146762  0.08328879 -0.01736681  0.40580939 -0.5856258  -0.22998622
  0.69222644 -0.4065533  -0.38719502 -0.03020753 -0.67585548  0.40875136
 -0.19245049  0.82648254 -0.51310489  0.82819552  0.98641258  0.13759352
  0.14468016 -1.0776972   0.9507085  -0.32832875 -0.01409162  0.085099
 -0.91550535  0.82188637  0.02826488  0.21769114  0.0134561  -0.92553669
 -0.60704496  0.09211156  0.26184578  0.84143351 -0.83087963 -0.58344458
  0.57689957 -0.2081763  -0.81640808 -0.74718922  0.38500458 -0.22300185
  0.69256486 -0.66864399  0.63261677  0.152747   -0.06666622 -0.33481771
  0.55860387 -0.62557136 -0.28340924 -0.6673772   0.58768598 -0.99174489
  0.64537573  0.70258282 -0.49644422  0.07347545  0.04277313 -0.14524879
  0.06492711 -0.73312001  0.75965592  0.37610701 -0.50941337 -0.82658519
  0.51451528 -0.58487827  0.74093504  0.2717133  -0.39208891  0.76902284
  0.12141642 -0.05800045  0.53022972 -0.48463807  0.08188882 -0.64815338
 -0.94025373  0.40091992  0.31129329  0.47841509 -0.0883158   0.64139439
 -0.39852087 -1.01832589  0.59799353  0.55249595  0.05084606 -0.35767317
 -0.98525315 -0.02894514 -0.08771657 -0.00203523  0.43277299  0.5544124 ]","[np.float64(2564.1), np.float64(3894.933333333333), np.float64(10724.333333333334), np.float64(12459.333333333334), np.float64(129898.0), np.float64(153754.69999999998), np.float64(190896.5), np.float64(201747.1), np.float64(281104.36666666664), np.float64(321309.76666666666), np.float64(175819.5), np.float64(180860.36666666667), np.float64(192019.16666666666), np.float64(351677.5333333334), np.float64(191703.83333333334), np.float64(192109.53333333333), np.float64(520765.0), np.float64(331824.2), np.float64(201928.03333333333), np.float64(804797.0), np.float64(204290.36666666667), np.float64(322717.2), np.float64(204851.16666666666), np.float64(197465.6), np.float64(345449.36666666664), np.float64(194576.36666666667), np.float64(200815.7666666667), np.float64(311668.5333333333), np.float64(313854.76666666666), np.float64(186505.03333333333), np.float64(550496.3333333334), np.float64(207002.33333333334), np.float64(197733.19999999998), np.float64(205542.19999999998), np.float64(191555.03333333333), np.float64(769469.8333333334), np.float64(203111.69999999998), np.float64(195794.16666666666), np.float64(316771.36666666664), np.float64(309688.1666666667), np.float64(155899.5), np.float64(348029.76666666666), np.float64(202298.43333333335), np.float64(559959.8666666667), np.float64(344514.0333333333), np.float64(201184.33333333334), np.float64(282683.0), np.float64(209684.1), np.float64(736964.5333333333), np.float64(322854.8333333333)]",False
GA,100,0.2,0.04,two_point,480717.0,349109.80666666664,"[-9.60835788e-01  4.85692468e-01 -9.32394534e-01  2.10486515e-01
 -4.47822189e-01  1.85673630e-01  4.14293461e-01 -2.47453529e-01
  1.36720583e+00  2.27781304e-01  6.17205963e-01  6.39762570e-01
 -3.78007100e-01  4.06348529e-01 -5.79483900e-01  1.32369316e-01
 -5.10189502e-01  1.78065647e-02  6.53880622e-01  2.90807147e-01
  7.48840286e-01  3.90310044e-01  2.19861136e-02 -8.66651259e-01
 -1.13519171e-01  6.30950571e-01 -8.53302027e-01  9.73793724e-01
 -1.77862382e-01 -4.75220481e-02  9.26526889e-01  2.65962987e-01
  1.98616523e-01  8.25006000e-01 -2.45847474e-02 -4.65380760e-03
  9.24503276e-01  5.15018010e-01 -1.17115335e-01 -5.46414243e-01
  6.40326988e-01  2.95297567e-01 -7.45712054e-01  1.17490575e-01
  4.56777895e-01  9.91161429e-01 -2.99126490e-04 -6.92425858e-01
  3.90685724e-01 -3.86140296e-01 -4.65468195e-01 -8.00370602e-01
 -5.00802138e-01 -4.91011311e-01  7.36471065e-01 -4.83912654e-01
 -5.88011256e-01  8.28152287e-01 -1.21350156e-01  9.19624966e-01
 -2.93384161e-01 -5.58265786e-01 -1.27078278e-01  6.15168485e-02
 -2.79469374e-01 -2.15650463e-01 -7.92774812e-02 -3.20608569e-01
  6.90214951e-01 -1.34574515e-01 -6.84264233e-01 -8.31959026e-01
 -8.66672947e-01 -6.23289749e-01 -7.78127031e-01  2.81603179e-01
 -8.80911169e-01  5.63958001e-01  2.49671899e-01  1.56134813e-01
  5.38906468e-01  1.29341534e-01  8.40669642e-01  4.61476067e-01
 -2.85369513e-01 -2.40574811e-01 -5.15764633e-02 -1.92157004e-01
  2.96188901e-01  5.65066167e-01  1.06956883e-01 -6.32881157e-01
 -5.09481042e-01 -7.61007929e-01 -8.74753948e-01  1.44988444e-01
  8.51634914e-01  4.55380733e-01 -1.03482724e+00 -9.25465891e-01
 -7.54021171e-01  1.28373539e-02 -6.42777849e-01  5.45373792e-01
  4.70678844e-01 -1.19703776e+00 -7.55630800e-01 -5.30874040e-01
  8.02982515e-02 -2.32334055e-01 -4.50268777e-01 -3.22909628e-01
 -8.34182761e-01 -6.71659828e-02  6.49124991e-01  7.76897598e-01
 -6.22445159e-01  2.82608002e-01 -7.39379795e-01  2.98670902e-01
  6.40287075e-01  7.02829188e-01  7.43825542e-01 -1.32679320e-01
  8.79157658e-01  1.38748936e-01 -8.78622556e-01  9.65741229e-01
  7.64444057e-01  3.44133843e-01 -7.85191349e-01 -7.96727374e-01
 -9.92988977e-02  3.69239285e-01  1.49547938e-01  5.11784781e-01
  7.48795617e-02 -4.50116066e-01 -6.62073427e-01 -1.68294496e-01
 -1.35839269e-01  7.24146139e-01  5.03857040e-01  2.70927646e-01
 -2.32034424e-01  8.30371129e-01  4.10447787e-01 -4.83772694e-01
  2.87982732e-01  6.84903922e-01 -1.04952708e-01  9.17190561e-01
  5.13169508e-01  6.71963067e-01 -3.31551601e-01 -6.56976298e-01
  6.31080398e-01  4.08386496e-01 -4.42450683e-01 -8.89826429e-01
  1.11995012e+00 -2.27930708e-01  1.07214152e+00  3.99290630e-01
  6.18888185e-01 -8.75402344e-01 -1.31215024e-02  3.99607505e-01
 -8.82910860e-01  8.13986775e-01  7.02504100e-01 -1.20105008e+00
  3.06367145e-01 -9.21664374e-01 -5.92841078e-01  1.14435993e+00
  5.16088752e-02 -6.74276381e-01 -7.95086066e-01  1.07769699e-01
  9.76326540e-01  3.42689830e-01  5.07286845e-01 -6.38265310e-01
  4.23368057e-01 -4.24180986e-01 -5.36848155e-01 -6.71048727e-01
  3.56865065e-01 -6.56035993e-01 -6.93138299e-01 -8.96387655e-01
  1.98427407e-01  3.96806458e-01 -6.73279902e-01  2.20635232e-03
  5.44021751e-01 -9.24757373e-01  1.16483842e+00 -4.45796504e-01
  4.60806395e-01  3.38924287e-01 -3.85099042e-01 -1.00509499e+00
  7.87923460e-01 -7.81726390e-01  9.02931452e-01 -3.72249710e-01
  1.60652422e-01 -3.73883520e-02  5.11298125e-01  5.26620099e-01
  8.69286966e-01 -6.15605364e-01  1.99573417e-01 -3.76220903e-01]","[np.float64(3311.2666666666664), np.float64(97.35000000000001), np.float64(1566.9333333333334), np.float64(14224.333333333334), np.float64(14224.333333333334), np.float64(6684.833333333333), np.float64(14211.66666666667), np.float64(106979.66666666667), np.float64(105568.83333333333), np.float64(103482.16666666667), np.float64(183902.69999999998), np.float64(103050.93333333333), np.float64(111083.66666666667), np.float64(206287.2666666667), np.float64(111071.0), np.float64(111770.43333333333), np.float64(107996.66666666667), np.float64(193726.0), np.float64(109391.7), np.float64(195935.53333333333), np.float64(196159.69999999998), np.float64(188432.2666666667), np.float64(111169.53333333333), np.float64(108192.43333333333), np.float64(106922.0), np.float64(165669.03333333333), np.float64(199185.53333333333), np.float64(196018.16666666666), np.float64(189991.5), np.float64(113615.2), np.float64(109459.66666666667), np.float64(109837.03333333333), np.float64(192205.19999999998), np.float64(113665.66666666667), np.float64(350387.8333333333), np.float64(191069.83333333334), np.float64(200800.5), np.float64(187074.83333333334), np.float64(199851.1), np.float64(208264.36666666667), np.float64(205758.86666666667), np.float64(113669.0), np.float64(322413.86666666664), np.float64(480717.0), np.float64(302237.1666666667), np.float64(237504.36666666667), np.float64(454474.5), np.float64(468037.60000000003), np.float64(450527.5333333334), np.float64(455758.1666666667)]",False
GA,100,0.2,0.08,one_point,206445.19999999998,165607.66999999998,"[-8.72943379e-01 -2.36329964e-01 -2.78087226e-01  4.97656279e-01
 -6.59303087e-01 -6.39511199e-01  7.48986406e-01  1.02580695e+00
  6.46722055e-01  3.50110585e-01  8.63634367e-01  7.92538684e-01
  5.37265925e-02  1.22801830e+00  6.50697332e-01  7.66407838e-01
 -8.31618521e-01  1.22401391e-01  4.43976002e-01 -4.27750429e-01
 -1.66735642e-01 -3.25058204e-01  3.15150561e-02  3.72232213e-02
  8.36404465e-01  6.93231481e-01  2.02350640e-01  7.45816644e-02
 -3.83479343e-01 -5.17328214e-01  7.32367356e-01  1.00291576e+00
 -6.50865814e-01  4.67841005e-01 -4.89000422e-01  7.72232163e-01
 -3.53513522e-01  4.10483931e-01  9.40131630e-01  8.95684880e-01
  4.56404658e-01  1.66314867e-01 -1.09551416e+00 -5.03713993e-02
  1.37866256e-01 -7.84440856e-01  3.34762427e-02  1.74606471e-01
  6.57674534e-01 -3.25941549e-01 -8.16874913e-01  2.33834473e-01
  8.07519449e-01  7.37863498e-01 -1.89719572e-01  6.49580028e-01
  1.07093952e+00 -3.64643914e-02  7.76075825e-02 -3.35642015e-01
 -8.89403172e-01  4.20258669e-02 -8.10968739e-01  9.13814729e-01
 -1.33572050e-01  9.18535452e-01  2.44688822e-01 -6.90633567e-01
 -6.60284670e-01  8.51318469e-01 -8.84949177e-02  6.79415624e-01
 -5.60612867e-01  1.00241110e-01  2.94662287e-01 -5.95837998e-01
 -5.26822007e-01  5.75103800e-01  7.33526763e-01  5.25551368e-01
  3.38168475e-02 -2.13627315e-01 -5.18180637e-01 -7.20242520e-01
 -4.72536973e-01 -2.10788826e-01 -1.39996669e-01  3.35791779e-01
 -1.70941702e-02 -7.17027902e-01  1.19051319e+00  4.32028362e-01
 -7.61800412e-01 -7.24706521e-01 -1.17474002e-01 -4.66118329e-01
  5.50009398e-01 -3.38627605e-01 -1.13319500e-01 -5.80953484e-01
  5.83066384e-01  8.88692520e-01  3.16716519e-01 -3.86490513e-01
  1.28826107e-01  6.30292373e-01 -3.44907899e-01 -2.48127560e-01
 -4.34769077e-01  5.95421328e-01 -6.32463136e-01  3.98497367e-01
  6.89844057e-01  6.09462963e-01  1.95624580e-01  1.51188893e-01
 -8.23609199e-02  6.25775080e-01 -3.67181004e-01 -2.35968024e-01
  2.17070785e-01  2.54862173e-02  1.01348971e+00  1.18746513e-01
  3.16322362e-01 -9.10123628e-01  4.26642126e-01 -9.81870216e-01
  7.74720495e-01 -7.32315511e-01 -6.51009414e-01 -6.22824840e-01
  1.32999988e+00 -6.75587584e-01  2.96700535e-01  5.03333647e-01
 -2.57373354e-01 -3.11749681e-01 -1.99950658e-01 -5.48279764e-01
 -6.62900284e-01  4.10373635e-01 -6.84987453e-01  1.86906769e-01
 -9.36660678e-01 -1.73638524e-01  6.25435809e-01  8.26031475e-01
  6.66196010e-01 -8.78863003e-01  8.61031026e-01 -4.75250127e-01
  9.11122007e-01 -9.41070924e-01 -6.22779248e-01 -2.81953019e-01
 -6.03389798e-01  3.45733869e-01 -4.57355884e-01  1.99313727e-01
  7.92516306e-02 -2.85169245e-01  6.70676327e-01 -5.60381244e-01
  1.23551619e+00  6.21182661e-01 -2.99927355e-01  1.26391744e-01
  7.03912016e-01  5.14822243e-01 -8.67192981e-01 -5.91580578e-02
 -8.61582512e-01 -4.31404228e-01 -2.38515348e-01 -6.63967403e-01
 -3.91672125e-05 -1.22744433e-01 -3.79258403e-01 -5.56515498e-01
  9.81360029e-01 -8.63166476e-01  1.93227590e-01  4.60738672e-01
  5.78083025e-01  2.05297661e-01  1.69533165e-02  6.79527424e-03
  7.87651542e-01  6.56080154e-01  3.70578351e-01  5.04103837e-01
 -9.75693201e-01 -3.45958044e-01  8.05385549e-01 -3.91953568e-01
  3.86075969e-01 -1.16068278e+00 -9.99183905e-01 -1.08949267e+00
  4.86058403e-01  4.42665057e-01 -6.31944439e-01 -9.83379779e-02
  6.66172373e-01  3.99990695e-01  8.63135146e-01 -8.46801135e-01
  6.36422833e-01 -3.11996141e-01  2.48584940e-01  7.60054479e-01
 -9.45292663e-01 -2.16926449e-01  6.78858766e-01 -1.17816655e+00]","[np.float64(14223.666666666666), np.float64(12944.333333333334), np.float64(14224.333333333334), np.float64(14216.333333333334), np.float64(14224.333333333334), np.float64(113213.93333333333), np.float64(14224.333333333334), np.float64(114162.0), np.float64(14224.333333333334), np.float64(112998.86666666665), np.float64(14224.333333333334), np.float64(112987.2), np.float64(14224.333333333334), np.float64(14224.333333333334), np.float64(14224.333333333334), np.float64(14241.333333333334), np.float64(14224.333333333334), np.float64(14245.0), np.float64(14224.333333333334), np.float64(14224.333333333334), np.float64(114027.33333333333), np.float64(14245.0), np.float64(113210.66666666667), np.float64(111635.86666666665), np.float64(114162.0), np.float64(113066.53333333333), np.float64(195370.33333333334), np.float64(114094.93333333333), np.float64(198532.19999999998), np.float64(113012.86666666665), np.float64(114041.33333333333), np.float64(112026.53333333333), np.float64(203340.53333333333), np.float64(196553.86666666667), np.float64(112122.0), np.float64(113137.33333333333), np.float64(195611.2666666667), np.float64(112898.86666666665), np.float64(113821.33333333333), np.float64(199865.36666666667), np.float64(113652.53333333333), np.float64(113100.0), np.float64(111012.0), np.float64(202005.36666666667), np.float64(199094.0), np.float64(195292.19999999998), np.float64(195871.19999999998), np.float64(206445.19999999998), np.float64(205885.53333333333), np.float64(113718.66666666667)]",False
GA,100,0.2,0.08,two_point,1837688.0,823519.0166666667,"[ 0.030589    0.94790583 -0.68180248 -1.05902879  0.23880941  0.93099565
 -0.11336846 -0.81195141  0.47892866 -0.62413279  0.14402972 -0.48648866
 -0.44163036  0.90060846 -0.00167463 -0.73229415  0.33724921  0.82438686
 -0.78293209  0.54896085  0.45601342  0.24104811 -0.46701444  0.60518682
  0.60627535 -0.16771924 -0.88435386 -0.26163648 -0.299915    0.06231517
  0.67216915 -0.54715159  0.30159741  0.20474642 -0.71607032  0.2536022
 -0.15276246  0.74021551 -0.54155411  0.03927245  0.78107235 -0.55945158
  0.08232983 -1.34666024  0.51858138  0.60074268 -0.61319661  0.05913398
 -0.05317701 -0.08364298  1.03918584  1.20964276  0.7565274   0.29153586
 -0.27220863 -0.08568366 -0.73593878 -0.99714462  0.92618416  0.47940882
  0.40812051 -0.16589985  0.54255175 -0.46684872 -0.20583902 -0.89274288
 -0.45936379  0.11688563 -1.02316293  0.03357515 -0.87631145 -0.28428956
 -0.32217294 -0.51097623  0.56880563 -0.02320931  0.10123201  0.82762321
  0.9560571   0.07338827 -0.31055219  0.34839494  0.5783088   0.56497733
 -0.7210421   0.56188009  1.27806042  0.45080382  0.66409333 -0.40328661
  0.12582602 -0.66688748 -0.52614735  0.6942534  -0.45826516 -0.58979033
 -0.08577111  0.57173851 -1.03815887 -0.74656153  0.25794894 -0.88703477
 -0.52318925  0.01626512 -0.72378559  0.07565402 -0.2601737  -0.23762195
 -0.69864786 -0.64824643  0.37683716  0.22601927 -0.54934264  0.70463248
  0.64781868  0.75345597 -0.22381988  0.60733588 -0.7987275   0.5994374
  0.33851319  0.53103345 -0.70649583  0.96397264 -0.5964469   0.49429268
  0.72796653 -0.07032538  0.7067926   0.62417343 -0.32021089 -0.77770983
 -0.810623    0.74865872 -0.52943277  0.82581343 -1.24666798 -0.77662271
  0.81406631 -0.39397642 -0.08366676  0.63089339  0.76347951 -0.63956051
  0.61344263  0.27457444  0.97653621 -0.37763543 -1.03519095  0.63771907
  0.68343119 -0.03225217 -0.46843241 -0.43883706 -0.65488742 -0.97700802
 -0.82319817 -0.15773695  1.09994827  0.02007582  0.32274172  0.92254245
  0.03330933  0.2467306   0.64308489 -0.03682367 -0.56624756  1.06282137
  0.20462677  0.05688824 -0.40092897  0.08154316 -0.59330605  0.40430634
 -0.01588849 -0.14415164  0.8184581  -0.10306411 -0.68638576  0.38159055
  0.03161288  0.98324332  0.70382541 -0.59588572 -0.93796766  0.01121213
 -0.47566713 -0.72407002 -0.34415809 -0.3744645  -0.87609089  0.0088507
 -0.66257871 -0.78109968 -0.25656292  0.67880617  0.27188138 -0.65034493
 -0.77708037 -0.03053295 -0.45822863 -0.16928206 -0.82318993  1.12020817
 -0.16867178 -0.67701053 -0.58299446  0.9267993  -0.18353134 -0.11504249
  0.16405042 -0.2582407   1.05331908 -0.82771286  0.70062668 -0.02367147]","[np.float64(5675.166666666667), np.float64(1791.6666666666667), np.float64(7808.333333333333), np.float64(1356.0833333333333), np.float64(2788.633333333333), np.float64(60747.36666666667), np.float64(1206.9666666666667), np.float64(725.0), np.float64(15848.666666666666), np.float64(4461.2), np.float64(9501.766666666666), np.float64(9511.333333333334), np.float64(58735.6), np.float64(8632.199999999999), np.float64(24606.36666666667), np.float64(63230.700000000004), np.float64(10202.666666666666), np.float64(92748.83333333333), np.float64(75238.26666666666), np.float64(41736.166666666664), np.float64(78512.2), np.float64(159787.36666666667), np.float64(45577.200000000004), np.float64(120567.5), np.float64(526273.8333333334), np.float64(99524.16666666667), np.float64(68529.66666666667), np.float64(87499.33333333333), np.float64(305992.36666666664), np.float64(138244.26666666666), np.float64(198566.0), np.float64(230846.86666666667), np.float64(291923.36666666664), np.float64(184381.19999999998), np.float64(200357.0), np.float64(572837.5), np.float64(227688.5), np.float64(154078.83333333334), np.float64(905079.7000000001), np.float64(170399.33333333334), np.float64(470271.7), np.float64(853527.0), np.float64(305762.36666666664), np.float64(1199424.8333333333), np.float64(1837688.0), np.float64(362093.43333333335), np.float64(481169.0333333334), np.float64(1528773.5), np.float64(174301.26666666666), np.float64(1022179.0333333333)]",False
GA,100,0.2,0.12,one_point,1085833.5,443456.50999999995,"[-0.79472012  0.79015703  0.4975095  -0.91489181 -0.10381108 -0.62486762
 -0.99372825  0.57885076 -0.24322455 -1.04759472  0.18661019  0.05944473
 -0.37196982 -0.31825319 -0.48584313  0.20531295 -0.68150528 -1.04091057
 -0.3904416  -0.52265228  0.10943545 -0.95932249 -0.8204495   0.21582971
  0.31653737  0.60232946 -1.08676449 -0.62197337 -0.31785665  0.60736318
  0.41661329  1.01107714 -0.07496817 -0.91218848 -0.66151522 -0.05857118
 -0.03826614 -0.1218595  -0.9497247   0.07654666 -0.70021257  0.85926559
 -0.61900977  0.65607829 -0.91195782  0.31395175 -0.19459015  0.20483945
  0.73951071 -1.3177699   0.38561739 -0.43673106 -0.12711065 -0.7213509
  0.17875924  0.86675522  0.32611245  0.97179768 -0.00694127 -0.40455806
  0.80105725  0.35375091  0.83931899 -0.86712572 -0.40824447 -0.19040903
 -0.23176516 -0.24870906 -0.92184078  0.38645966  0.78170756  0.81250747
  0.52345741  0.42366099 -0.94771508 -0.32050739 -0.85564745 -0.60344338
  0.51813919  0.00965237 -0.61852103 -0.8341316   0.91623443  0.1143756
  0.75221472 -0.24075984  0.67941256 -0.91629235  0.9912339  -1.01232124
  0.36180411  0.49637633  0.05947204 -0.62577267 -0.96071709  0.13088878
 -0.17634541 -0.32295209  0.03966701 -0.28851069 -0.67673932  0.32789255
 -0.46926982 -0.71972356 -0.25517186 -0.18520052 -0.23388348 -0.48979974
 -1.0236921   0.76926382 -1.24551342  1.31751617  1.27251852  0.92679801
 -0.32202522  0.99790481  1.01160397 -0.39182052 -0.76319572 -0.2030158
  0.8925759   0.36371644  0.60998091  0.52468274 -0.28216876 -0.50412896
 -0.66141444  1.07662799 -0.48204907  0.4908296  -0.56083233 -0.54893584
  0.01764734  0.97862811 -0.91015127  0.82383028 -0.42254533  0.07482187
  0.055273    0.82327177  0.61671293 -0.32325777  0.32850918  0.35841456
 -0.28699193 -0.08940344 -0.97587746  0.10759354 -0.43125551  0.09063379
  0.37982168 -0.17845866 -0.65299847 -1.40151871  0.64606387  0.97674836
  0.25539533 -0.01161063  0.95008172  0.37225666 -0.05502082 -0.71084715
 -0.49017021  0.18749376 -0.55899157 -0.62468514  0.59810374  0.32077303
 -0.71074766 -0.95737152  0.20695627  0.29775107  0.5072119  -0.22463891
  0.57463487  0.81945747  0.85637168  1.18345354 -0.06205632 -0.30905704
  0.53334135  0.78921005 -0.44247224 -0.27995385 -0.4482589   0.45546532
 -0.32721159  0.70379868 -1.03451299 -0.18094715 -0.65286072 -1.04523588
  0.70541443  0.66079787 -0.2113423   1.08584089 -0.15001811  0.08118117
  0.08278787 -0.22920654  0.6837545   0.33880612 -0.69198484 -0.10347983
 -0.19366118 -0.14268131  0.43314971 -0.29415129  0.38477361  0.19520849
 -0.4819291   0.7751484   0.97784194 -0.75164857  0.98291722 -0.18563916]","[np.float64(11230.033333333333), np.float64(13311.333333333334), np.float64(63985.93333333333), np.float64(66671.59999999999), np.float64(93803.66666666667), np.float64(162075.66666666666), np.float64(198257.03333333333), np.float64(142038.53333333333), np.float64(181602.66666666666), np.float64(185907.7666666667), np.float64(200950.53333333333), np.float64(136188.76666666666), np.float64(337131.43333333335), np.float64(347940.0333333333), np.float64(203100.83333333334), np.float64(294534.26666666666), np.float64(200557.6), np.float64(231744.53333333333), np.float64(441212.5), np.float64(247952.0), np.float64(287808.36666666664), np.float64(932327.6666666666), np.float64(337957.5333333333), np.float64(268267.86666666664), np.float64(195095.43333333335), np.float64(298393.5333333333), np.float64(192402.5), np.float64(392828.7), np.float64(1085833.5), np.float64(201189.83333333334), np.float64(200503.1), np.float64(349757.76666666666), np.float64(521764.5333333334), np.float64(192434.03333333333), np.float64(212600.5), np.float64(322481.5), np.float64(552197.0), np.float64(306795.6666666667), np.float64(669444.8666666667), np.float64(589459.6666666666), np.float64(205209.53333333333), np.float64(552673.0), np.float64(432043.1666666667), np.float64(350514.3666666667), np.float64(356860.76666666666), np.float64(353045.8333333333), np.float64(468408.7), np.float64(849267.8666666667), np.float64(671117.5333333333), np.float64(195424.33333333334)]",False
GA,100,0.2,0.12,two_point,204877.66666666666,137157.63666666666,"[-0.28949276  0.88859964  0.07870733 -0.37010232 -0.64089649  0.38361145
 -0.00776878 -0.06531689  0.94952101  0.57422787  0.69154244  0.44702923
 -0.71446596  0.55919657 -0.80551137  0.32458802  0.1292232  -0.81786393
 -0.18607917  0.02298685  0.77409292 -0.64287783 -0.77003479 -0.20031318
  0.39190954  1.11727756 -0.33938853 -1.46121366 -0.02055675 -0.95783936
 -0.66536178 -0.8486584   1.37814095 -0.38482278 -0.76053709 -0.26148935
 -1.15271327  0.2429672   0.15469462  0.15223851  0.74860004  0.19154275
  0.14855218 -0.60579048  0.98976436 -0.70497739  0.00934121 -0.64666234
 -0.40582134 -0.39318819  0.3871181  -0.57514121 -0.28465107 -0.72453616
 -0.32611864 -0.47240228  0.68089397 -0.25382056 -0.90093867 -0.60019599
 -0.79651587 -0.15657384 -0.56969309  0.54573478  0.9986062   0.72943946
 -0.76777941 -0.38537766  1.00510599  1.1021675   0.27324598  0.65646649
 -0.30829194  0.93849749 -0.81031427  0.96069837  0.07826416  0.73565255
 -0.29991984  0.48287952  0.59793673 -0.04733949 -0.40374255  0.24554248
  1.04132411  0.11040161  0.3177341   1.29001689 -0.32574674 -0.1762637
  0.38959059  0.06841299  1.14310634  0.51067555  0.10600723  0.01818463
 -0.72024798 -0.85939141 -0.74985474 -0.62947478 -0.38488824 -0.42399218
 -0.74008237 -0.39415702 -0.73709897 -0.08421229 -0.29470582 -0.53462833
  1.11567189  0.59743628  0.74426783  0.75012752 -0.00524503  0.2760059
  0.03430993 -0.52888624 -0.41892951 -0.66387905 -0.46758216 -0.36287319
  0.3384726   1.13185591  0.18132035  0.34710532 -0.03969677 -0.06899335
 -0.16577129  0.34594923 -0.83553684 -0.02167499  0.33796221 -0.49558127
  0.16380748  0.47576427  0.25638332 -0.77322456 -0.219261    0.92165055
  0.48062659 -0.40589484  0.4023722   0.36931473  0.11483919 -0.80523046
 -0.65687748 -0.20575643 -0.56326784  1.02428239 -0.350995    0.09133607
 -0.76002118  0.33961398  0.01924225 -0.58103241  0.33096975 -0.78897173
  0.24356712 -0.09297933  1.00364823  1.17728784  0.3675777  -0.15139053
 -1.20416107 -1.00952038 -0.1571297  -0.40905011 -0.40135594 -0.70634627
 -0.02562367 -1.30749464  0.78230838 -0.32532027  0.14204799  0.8985088
 -0.51343773  0.5954145  -1.13219775  0.44849445 -0.66525109 -0.0898
 -0.49116643  1.062933    0.81787145  0.22342388 -0.35484615 -0.85591387
 -0.42336207 -0.28722934 -0.01448625 -1.02649738 -0.3699016   0.46634814
  0.65685658  0.4302607  -0.1525549  -0.78100235 -0.51238763 -0.17801784
 -1.06039952 -0.42691277  0.41544165 -1.04916115 -0.91546428 -0.71043678
 -0.4885966  -0.31326937  0.46323693 -0.02975152  1.07204188 -0.2320012
  0.42131097  0.44824319 -0.8823642   0.18732905 -0.89075343 -0.99735988]","[np.float64(10523.166666666666), np.float64(1086.9333333333334), np.float64(10733.666666666668), np.float64(9314.0), np.float64(1510.8833333333332), np.float64(8509.033333333333), np.float64(9619.666666666666), np.float64(6840.166666666667), np.float64(5547.666666666667), np.float64(11352.166666666666), np.float64(10958.833333333336), np.float64(8965.166666666666), np.float64(11147.0), np.float64(14219.866666666667), np.float64(12431.366666666667), np.float64(12521.5), np.float64(12377.5), np.float64(13884.166666666666), np.float64(14224.333333333334), np.float64(15616.833333333334), np.float64(13897.166666666666), np.float64(13412.833333333334), np.float64(14654.366666666667), np.float64(18827.866666666665), np.float64(105640.66666666667), np.float64(28192.033333333336), np.float64(114494.66666666667), np.float64(108276.5), np.float64(53591.166666666664), np.float64(201128.7666666667), np.float64(111742.93333333333), np.float64(110094.16666666667), np.float64(110132.43333333333), np.float64(106781.36666666665), np.float64(112933.03333333333), np.float64(108000.03333333333), np.float64(110901.43333333333), np.float64(203645.83333333334), np.float64(105068.66666666667), np.float64(112394.36666666665), np.float64(176255.43333333335), np.float64(140096.66666666666), np.float64(109401.0), np.float64(17790.866666666665), np.float64(192959.5), np.float64(198204.36666666667), np.float64(113242.16666666667), np.float64(107945.53333333333), np.float64(110803.16666666667), np.float64(204877.66666666666)]",False
