algorithm,pop_size,w,c1,c2,max_fitness,avg_fitness,best_weights,fitness_history
PSO,20,0.2,1.0,1.0,933.0,933.0,"[ 0.61767321 -0.64852141 -0.349112   -0.66290522  0.36641654 -0.3377013
  0.41662736  0.34424048 -0.35426275 -0.39385685 -0.75389155 -0.19712812
  0.68727503 -0.39806929  0.01323986  0.05605529 -0.76849304 -0.41014769
 -0.59650765 -0.50671176 -0.20900818 -0.53389034  0.13725833 -0.35661735
 -0.09809622 -0.37720376  0.71521842  0.60045797 -0.21815859  0.22263072
  0.37382683 -0.06554812 -0.46297309  0.3608691   0.10707691  0.1009989
 -0.78317548 -0.32174336 -0.33389876 -0.44505297  0.34656172 -0.18297229
 -0.35270134 -0.18471074 -0.42875332 -0.1424713  -0.27128427 -0.0328029
 -0.41233944 -0.01201284  0.08473121 -0.58654188  0.55982201  0.49607158
 -0.38113471  0.20633635 -0.15565208  0.25557972  0.34187595  0.33459827
  0.26521614 -0.35204673  0.41124919 -0.59405589  0.51501906 -0.33178192
  0.06434401  0.2641117   0.21106195 -0.33973388 -0.29295651 -0.31878177
 -0.12568139  0.23069793  0.27399875 -0.48200995 -0.46458119  0.40967031
 -0.13221603  0.37609995  0.09855021 -0.2547045   0.66201214 -0.72296461
 -0.48566872 -0.94393828 -0.50728246  0.715579   -0.2783971   0.08915796
  0.22533423 -0.47704251 -0.34806405  0.58459603 -0.37485324  0.64546322
  0.24862029  0.03628044  0.72761562  0.74968631  0.01878337  0.27840894
  0.08602676 -0.5336778   0.29072289 -0.07943625  0.32946801 -0.64677998
 -0.51593853 -0.17290539  0.22683667  0.38546437  0.1818408  -0.60190101
 -0.17084219 -0.64310952 -0.50720189  0.39014015  0.44995099  0.08934757
  0.41900991  0.3601203   0.23079117 -0.37826351  0.01734244  0.38234665
  0.56652202 -0.79176678  0.11092173  0.11140282 -0.34854911 -0.63199179
  0.32568035  0.6935485  -0.44336881 -0.19995485  0.28695814  0.85399134
  0.62468457 -0.10387169  0.25021412  0.25784003 -0.38865614 -0.42426844
 -0.47897904 -0.17747306  0.42280382 -0.4187666   0.65526634  0.81109524
 -0.21599633  0.7784815  -0.69888829 -0.43759922  0.25742899 -0.45554813
 -0.68509893  0.65298141  0.4406348   0.31452638  0.49421005  0.20641604
  0.11034582 -0.63684719 -0.22539807  0.61672341  0.52522599 -0.31855659
  0.7109681   0.02246049 -0.82965412 -0.51769392 -0.50129625  0.41671207
  0.12995778  0.40568187  0.23913349 -0.01296318 -0.5566033  -0.56289618
  0.01625182 -0.29144293  0.4128092  -0.50635488 -0.32055636  0.40972666
 -0.4307608  -0.15668193  0.08859578  0.20930509  0.37517354  0.18079676
  0.72229027 -0.50073622 -0.79116685  0.82492151  0.47132449 -0.21239668
 -0.57277542  0.43461837  0.01492516 -0.55079624  0.61743219 -0.76402793
 -0.20593064  0.00232881  0.79695508 -0.9235748  -0.52454752  0.45519999
 -0.79813037  0.45403361 -0.41819341  0.52144744  0.60057309  0.36140025]","[408.2, 508.8, 516.2, 516.2, 726.5, 726.5, 726.5, 732.5, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0, 933.0]"
PSO,20,0.2,1.0,3.0,729.5,729.5,"[ 1.01794379  1.35309811  1.27946222  1.43592545 -0.41117894  0.50082044
 -0.14808459 -0.43767365  1.37810172 -1.70100511 -1.45996676 -0.00767507
 -1.01699491 -1.12514718  0.14174488 -1.81557702  0.18807323  0.25537631
  0.08191673 -0.22756087  0.18365254 -0.64468404  1.3465412   1.80309411
  1.7734249   0.26383912  1.4298167   0.94142784  1.4439285   0.73177582
  0.24486603 -0.46832466  1.13057973  0.76004902  0.88510309  1.20703937
 -1.34834655  0.39890468  1.23603003  0.61981016 -1.01986454  0.61550082
 -0.71378608 -0.42278572  0.9478192   0.49704109 -0.00795386  1.0723827
 -1.78623587 -1.44146199  0.95283858  0.22133637  1.59844192 -1.78228524
  0.45869953 -1.48349088 -1.84075719 -1.21492628 -0.48331121 -0.70573439
  0.13530948  0.79498936 -1.25063928  0.52030037  0.99057471 -1.65661934
  1.82989965  0.37305338  0.09403652  1.15385787  1.58382979  0.62304728
 -1.15395165  0.07526359 -0.39657731  0.78538046  0.79354364 -1.09092059
  1.17842284 -0.19317536 -0.79905211 -0.52311896 -0.98054067  0.5753966
 -1.54643451 -1.78205952  0.95432169  1.17876394 -1.39197853 -0.35777977
  1.32162836 -1.60160664  1.07755501 -1.02738127  1.22576646 -1.44586365
 -1.22345832 -0.14753232 -1.36125694  0.48236804 -1.32993681  0.21378032
 -0.07860833 -0.31812522 -0.51652086 -1.56198014 -1.06321626  1.53925892
 -0.57654126 -0.81133018 -1.43512975  0.72787065 -0.60724747 -1.33350437
  1.1342482  -1.07700773  0.67603236 -1.03718374 -1.02352498  0.57466814
  1.34986336  0.48600804  0.09323548 -1.38585922  1.45005367  0.07863612
 -1.48600175  0.71282036 -0.11611745 -1.72941851  1.08592849 -0.43157573
  0.73349311 -0.42913272 -0.90862017 -0.04522125 -0.75914139  0.85284872
 -0.74634568  1.95645035 -0.73766303 -0.95874965  0.4572406   1.49516572
  1.18908267 -0.06247592  0.63664536 -0.873081   -1.56138849 -1.34704583
  0.67489658 -0.69359519 -0.97699963 -0.44892227 -0.61614723  1.33555254
 -0.18298267 -0.89929941  0.2969489  -0.79667819  1.13018325  1.07439321
 -1.38989426  1.55720167  1.4149104  -1.88704442  0.70345559  1.35643454
 -0.52107888  1.58420798  0.93908478 -1.01134035  0.62978821  0.32898908
 -1.49373216 -0.38654063  1.20232658  0.13386969  0.49518543 -1.21105458
 -0.41086288 -0.50065836 -1.01043392  1.62463647  1.59488305 -1.38601327
  1.50377305  0.5186282   1.28609028 -1.73278262  0.2390796   0.90933794
  1.1381233   1.45543072  0.02632726 -1.41541324 -1.53079903  1.53471634
  0.87206226  0.4299995   0.18676488 -0.4789906   0.1696015  -1.38285946
 -0.65765876  0.6652715  -0.63858914 -0.17353282 -1.8931695   1.23600513
 -0.06551888  0.1201653  -1.92421708 -0.99953311 -0.79273068  1.0237548 ]","[315.0, 400.0, 508.8, 508.8, 508.8, 508.8, 508.8, 600.0, 600.0, 600.0, 610.9, 610.9, 610.9, 610.9, 610.9, 610.9, 610.9, 610.9, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 628.8, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5, 729.5]"
PSO,20,0.2,1.0,5.0,1036.5,1036.5,"[ 0.50548426  0.20163931 -1.60696558  0.59188418  1.30783715 -0.29156027
 -1.99181956  1.22982623  0.54570209 -0.80541894 -0.36937505  0.50922919
 -0.92401158  0.13890069 -0.55729028  0.56520802 -0.3780269  -2.
  1.86091114 -0.36802331 -1.52072723  1.97392741  1.77093782  0.35295796
  1.63418209  0.06759829 -0.4526528  -0.21852245 -1.99944405 -2.
 -1.60226493 -2.          2.          0.32244758  0.8021825  -1.56732082
  0.94384472 -1.6855836   1.92840645  1.47983365  1.66229826 -1.88032191
  1.8035138   2.          0.73930607 -0.15931847  0.60480965 -1.78706005
  1.98770216 -0.14569944 -1.57851307  0.61775026  2.         -0.76277907
  2.          1.01778544  0.76700337 -1.89504302 -2.          0.53792806
 -1.77240302 -1.19089517 -1.29266419  0.92796462  0.33423199 -0.17952113
 -1.61224494 -0.61518784 -1.13490593 -0.27866229  0.38858681 -1.68921983
  1.52840699  0.47543718  1.78399123  0.61815919 -0.92952103  1.10580682
  0.34671898  1.85917171  0.40146083 -0.13201701 -0.02152536  1.70962367
 -0.80579968  1.85631642  1.26971768  0.0440016  -0.13311763 -1.13531572
  1.47892362 -0.86038615  1.78315892  2.          1.52968884  1.88594368
 -1.585876   -0.95003155  2.          1.00380655  1.67034992 -0.98929128
 -0.83787778  0.20746167 -0.17450973  1.63451638 -0.18599396  1.82073612
  0.73477107  0.88764183 -0.60219061 -1.43641744  0.94587301 -1.90548848
  1.99670673  1.02507362 -0.20924218  0.18726531 -2.         -2.
  0.37471183 -1.77454976  1.54038936 -2.          1.59393053 -2.
 -0.57715365 -1.64279762 -0.52322543  1.03462597 -1.30098096  1.83937661
 -0.15736638  0.16840302  0.63751651 -1.62278713  0.04435358  0.9244425
  1.81422818 -1.38493917  1.91105617 -0.88826025 -1.43224846 -2.
  0.18432016 -0.63029527 -0.9690641  -1.71875487  2.          0.7405035
  0.56882099 -0.06073377  1.72468421 -0.13776744  0.04791207  0.19426081
 -0.57020493 -2.          2.          2.         -0.23623796  2.
  0.06979337 -1.23984161 -1.69869354 -0.61124147 -1.95086821 -1.38638984
  0.76845941 -0.49075355  1.72247756  0.24040297  2.          1.39377193
  0.23990336  0.1852037  -2.         -0.23302357 -0.60677609 -1.57130097
  0.22323898  0.14006789  1.51598738  1.40113753 -1.78236227  0.53349935
 -1.7534319  -0.18056256  0.09302156 -1.33602191 -1.50868305  2.
  2.          1.48678284 -0.87897224  1.77811418  1.18470847  0.99310885
  1.60605771  0.81744594  2.          0.59441494 -0.11833044  2.
 -1.72262668 -0.8039598  -2.          1.87309084  1.60222951  0.32688428
 -0.18609201  0.00401096  0.61044226 -0.49260081  1.61264791 -1.75892528]","[300.0, 304.8, 321.7, 410.8, 410.8, 410.8, 410.8, 410.8, 410.8, 410.8, 410.8, 410.8, 410.8, 410.8, 427.2, 722.5, 722.5, 722.5, 722.5, 722.5, 722.6, 722.6, 722.6, 722.6, 722.6, 722.6, 722.6, 722.6, 722.6, 722.6, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5, 1036.5]"
PSO,20,0.2,3.0,1.0,900.0,900.0,"[ 7.11741254e-01  7.91406223e-01  7.80117656e-01  6.52166304e-01
 -5.43993891e-01 -6.93730618e-01  5.57995640e-01  2.79712959e-01
 -6.68812831e-02 -1.63837028e-01 -9.59947435e-02 -6.55959884e-02
 -5.42866640e-01  1.81902245e-01 -5.77029070e-01  1.50063180e-01
 -1.17842116e-01  9.53970500e-01  6.63516400e-01 -2.49131289e-01
  6.24178718e-01 -4.24976446e-01 -8.86810518e-01  1.90254696e-01
 -5.52816660e-02 -1.07207197e+00  1.03814195e+00 -8.31757687e-01
  1.96595556e-01 -3.22189242e-01  1.20292429e+00 -4.69334950e-01
 -9.15048251e-02 -2.15207624e-01 -4.06800135e-01 -2.29336701e-01
  2.39109794e-01 -6.40301172e-01  7.09822578e-01 -1.07616374e+00
  3.96812931e-01  1.28277675e-02  1.48813284e-01 -3.01830113e-01
 -2.97331308e-01 -5.34873687e-01  6.97647537e-01  1.28756065e+00
 -2.46251335e-01  4.61085932e-01 -2.09685710e-01 -6.08393347e-01
  2.74589373e-01 -1.00832239e+00  1.27598295e-01 -3.75442430e-01
 -4.74778003e-01 -7.62842078e-02  5.65798307e-01  1.17616757e+00
 -1.41000476e+00  7.27051114e-01 -1.49335297e-01  7.59574441e-01
  1.41424263e+00 -2.21632969e-01 -3.02262645e-02 -2.75469664e-02
 -3.00012594e-01  6.99475942e-01  6.71974945e-01 -3.48121776e-01
 -2.90988984e-01 -6.92635794e-01 -2.18027087e-01 -4.49959365e-01
 -4.88106080e-01  4.37312858e-01  1.04336930e+00 -9.33993643e-02
  3.86775700e-01 -4.17885100e-01  1.57977260e-02 -1.15045952e+00
 -7.49603148e-01  6.24006090e-01 -4.25196870e-01 -7.05512205e-01
 -3.50325797e-01 -2.47512069e-01  2.34664096e-01 -1.05688931e+00
  1.72148619e-01 -1.01653427e+00  6.40417832e-01  4.45643044e-01
  5.25768466e-01 -5.20590257e-01 -1.44902483e-01 -6.55363858e-01
  1.33690833e+00 -4.42149335e-01  1.81322632e-03 -5.54353712e-02
 -3.87951581e-01 -4.07409030e-02  2.41589496e-02  4.33885606e-01
 -1.28799115e+00 -4.03455059e-01  6.73337868e-02  5.46033202e-02
 -5.50511429e-01  1.10408925e+00  8.40143607e-01 -8.04996438e-01
  1.83311360e+00  3.48640415e-02  4.32546034e-01  6.75301616e-01
 -5.63699070e-01 -6.88542255e-01  1.41583307e+00  2.14503985e-01
 -1.91170520e-01  5.80811051e-01 -1.77574371e-01  1.23737492e+00
 -3.58481071e-01  9.25396968e-01 -3.88792503e-01 -9.08975583e-01
  1.19833947e+00 -7.63580399e-01  3.00322411e-01 -2.50037315e-01
 -2.88983478e-01 -6.06460126e-01  2.86616853e-01 -8.44295820e-01
 -5.63314089e-01 -4.60049327e-01  8.90249270e-01 -7.52542682e-02
 -1.79975771e+00 -4.80134071e-02 -3.69406919e-01 -4.45562448e-01
  1.80668534e-01  6.71770809e-01 -5.06832167e-01  7.94876600e-02
 -3.81676409e-01  9.86267426e-01 -8.71191732e-01  3.71236521e-01
 -1.94092636e-01 -6.34472644e-03 -9.23925315e-01  1.09068614e+00
 -4.65695950e-02 -1.37656775e+00  8.28546146e-02 -2.84834692e-01
  9.39643849e-01  1.67752785e+00 -1.37279543e+00  7.09948949e-01
 -1.50831286e+00 -1.03769467e+00  2.25961494e-01 -1.91348513e+00
 -3.88069963e-01  4.31657051e-01  4.54007911e-01  8.48889285e-01
  6.49454969e-01 -2.03162702e-01 -3.53920620e-01 -7.84666178e-01
 -5.73519724e-01  1.09157718e+00 -9.51031452e-01 -2.03490895e-01
  9.90628877e-01 -2.53222406e-01 -4.41278202e-01  9.95678394e-01
  1.01013567e+00  7.05577192e-01 -1.07045014e+00 -6.52739204e-01
  2.83320945e-02 -1.13832492e+00  1.77854246e+00 -8.45575501e-01
  4.43714875e-01 -1.84185288e-01 -3.12167075e-01 -2.50223559e-01
 -2.22167111e-01 -9.85318200e-01  7.20407960e-01 -6.12285409e-01
  8.04513778e-01  2.15633861e-01  8.44516783e-02  1.54232712e-01
  3.19320439e-01  6.94850358e-01  9.60515910e-01  6.39716452e-01
  7.49231003e-01  9.40153238e-01 -9.83960541e-01 -8.22980985e-01]","[300.0, 300.0, 302.3, 302.3, 302.3, 302.3, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 427.3, 500.0, 500.0, 500.0, 500.0, 500.0, 517.5, 517.5, 517.5, 517.5, 517.5, 517.5, 527.6, 527.6, 527.6, 527.6, 527.6, 613.2, 613.2, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0, 900.0]"
PSO,20,0.2,3.0,3.0,735.7,735.7,"[-1.30740041  0.9818005   1.58859272 -0.70563927 -0.53630513  0.42014316
 -0.98109939 -1.00339686  1.03760786  0.46222116  0.9618091  -1.0636347
  1.30631857  1.01324865  0.92018019 -1.52867215  1.14755449  1.00799324
 -0.42003358 -1.15792554 -0.60254724  0.59751467 -1.44435603 -1.16823022
 -1.45312636  0.91635585  0.97219536  1.86435418  0.9826384   1.13511815
  1.19104603 -1.3224009   0.37473286  0.67071781  0.96571341 -0.85823698
 -0.82409496 -1.57426903 -0.36083512 -1.49575028 -1.36753877 -1.24935083
  0.84275688  0.84281343 -0.58022116  0.65285888 -0.30598961 -0.44274836
  1.42195129 -1.202986    1.02739716  1.36420559 -0.95840008 -1.53938784
  0.97284685 -1.36801158 -0.9757564   1.41100854  0.18184892  1.53634613
 -1.11016514  0.58030097  0.37640486  0.63764179 -1.4256819  -0.82582806
 -1.18852313  1.20603804 -1.03733291  0.59875059 -0.51799152  0.87780904
  0.97687133  1.04151109  1.52538507  1.19357518 -0.60538653 -0.04810876
  0.62764739  1.34488623 -0.60751653 -0.61000802 -1.21405482 -1.53598543
  1.12125584  1.15168053  1.0842328  -1.20796309 -0.85336701 -1.33369322
  1.51143532  0.57348694 -0.16250491  0.55071731 -1.62334378 -0.93010652
 -1.18683306  1.06588786 -1.11492827  0.85526725 -0.48111795  0.70421147
 -1.06912301  0.93911389 -1.08792385  0.94227543 -0.84039623 -1.14253572
  1.50659285  1.17043853  0.47548356 -1.51541703 -0.96040664  0.79249279
 -0.84230921 -0.58505617 -0.55766591 -0.69498896  0.85751054 -1.21653877
  1.13501464 -0.73526304 -1.05495587  1.30616525  1.03863347  0.40176972
  0.81020071  0.88816665 -0.88750024  1.26194724 -1.23463162 -0.73868683
  1.18957599 -0.67935685 -0.11381608 -0.97948359 -1.08550681  0.98177782
  1.72515103  0.44442531 -1.54758743  0.97446055 -0.37624137  1.03018822
  0.65310764  1.6242752  -1.59936816  1.50597685 -1.91148815  1.11763399
 -0.4214186  -1.13836798  0.92384929 -0.39782473  1.35201459  1.47024238
  0.65836557  1.60472192 -0.95872216  0.79072024  1.48685903 -1.31006362
 -1.66880338  1.31891436  0.62885422  1.1635677  -0.71828465  1.63607157
 -0.72378776 -0.59617636  1.50073038  0.91220831  0.76932253  0.9949884
 -0.61918361  0.09317124 -1.37398459  0.96170883 -1.5709424  -1.00044416
  0.48262646  0.31351612  1.48065813  0.51659632  1.02226031  1.16434485
 -0.79902429 -0.20578784 -0.16820363 -1.57281666 -1.56196212 -0.74088114
 -1.03205174 -1.57032126  1.4682429  -1.77077132  0.97304111  0.88778567
  0.77971198  1.65865482 -0.2472454  -0.55120663  0.62060717 -0.76959264
  1.47046085  0.75220409  0.42217193  1.20312984  1.50184992  1.14882131
  1.25146389  1.27448323  0.42339269  0.72813967  1.37848962 -0.60426919]","[300.0, 327.0, 521.2, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 621.8, 625.8, 625.8, 625.8, 625.8, 625.8, 625.8, 625.8, 625.8, 625.8, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7, 735.7]"
PSO,20,0.2,3.0,5.0,521.3,521.3,"[-2. -2.  2. -2. -2.  2.  2.  2.  2.  2.  2.  2.  2. -2.  2.  2. -2. -2.
  2.  2. -2.  2. -2.  2.  2. -2. -2. -2. -2. -2.  2.  2. -2. -2.  2.  2.
 -2.  2. -2. -2. -2. -2. -2.  2.  2. -2.  2. -2. -2.  2.  2.  2.  2.  2.
  2. -2.  2.  2. -2.  2.  2.  2. -2.  2.  2.  2.  2. -2. -2. -2. -2.  2.
 -2. -2.  2.  2.  2. -2.  2.  2. -2.  2.  2.  2. -2. -2.  2. -2.  2.  2.
 -2. -2.  2.  2. -2.  2.  2. -2.  2.  2.  2. -2.  2.  2.  2.  2. -2. -2.
 -2. -2. -2. -2. -2.  2.  2.  2. -2.  2. -2.  2. -2. -2.  2. -2. -2.  2.
 -2. -2.  2.  2. -2.  2. -2. -2.  2. -2.  2. -2.  2.  2. -2. -2. -2. -2.
 -2. -2.  2. -2. -2. -2. -2. -2. -2. -2.  2. -2. -2. -2. -2.  2.  2. -2.
  2.  2.  2.  2. -2.  2. -2. -2. -2. -2. -2. -2.  2. -2. -2. -2.  2.  2.
 -2. -2. -2.  2.  2.  2.  2.  2.  2. -2. -2.  2. -2. -2.  2. -2. -2. -2.
 -2.  2.  2. -2. -2.  2.  2.  2. -2.  2. -2. -2.  2. -2.  2.  2. -2.  2.]","[300.0, 300.0, 300.0, 306.4, 316.7, 320.9, 411.3, 411.3, 411.3, 411.3, 411.3, 411.3, 411.3, 411.3, 411.3, 411.3, 421.4, 421.4, 421.4, 421.4, 421.4, 421.4, 421.4, 422.0, 422.0, 422.0, 422.0, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3, 521.3]"
PSO,20,0.2,5.0,1.0,835.5,835.5,"[ 1.73262929e-01  2.11807350e-01 -7.70876957e-02  2.88271766e-02
  6.23354990e-01  6.83534358e-01 -4.65452945e-01 -6.52292500e-01
  1.98354133e-01 -6.49257866e-01 -3.25084338e-01  1.27693271e-01
  6.66495337e-01 -4.47848662e-01  5.93057543e-01 -1.00656941e-01
  1.40442399e-01  1.51035929e-01 -3.65816074e-01 -2.91974888e-01
  6.60474350e-01  7.29069703e-01  6.73238872e-01  7.13838910e-01
  5.72943157e-02  4.54728375e-01  7.60151514e-01 -4.35320516e-01
  6.45800133e-01  5.69782088e-01 -2.45258149e-01 -3.53976712e-01
 -4.27291579e-03 -3.58902610e-01  4.40416131e-01  4.32173350e-01
 -7.58532643e-01  1.86476538e-01  5.57405760e-01 -6.03932833e-01
 -3.45288599e-01  6.92477563e-01 -8.12346915e-01 -3.39969693e-02
 -6.59125336e-01  6.12251813e-01 -4.21205813e-01 -3.42410672e-01
  8.01841185e-02  3.84362910e-01 -2.39127539e-01 -6.09219623e-01
 -3.16710525e-01  4.31353929e-03  5.41642188e-01  2.14024325e-01
 -5.17546274e-01 -1.36543783e-01 -1.28454657e-01 -3.44121007e-01
 -4.41769293e-01  6.01663172e-01 -3.50075511e-01 -1.54872407e-01
  3.52406728e-01 -4.76441963e-01 -3.33418678e-01  3.64249845e-01
 -3.63918665e-01 -6.07837368e-01  6.17036392e-01  8.15825885e-02
  7.15369705e-02 -3.22098617e-01  9.07443300e-02  3.32466389e-01
 -4.74875563e-02 -1.23866825e-01 -1.81953313e-01 -1.40385123e-01
 -1.78540037e-01 -4.08793804e-01  1.84834876e-02  2.53894379e-01
 -1.39147400e-01  6.26416653e-01  6.86436117e-02 -1.15644268e-01
  7.03316820e-01  3.02977432e-01  3.69671346e-01  5.06917382e-02
  3.89428456e-01 -3.68080991e-01 -4.58226703e-01 -2.67484997e-02
 -3.70088829e-02 -4.62457723e-02 -8.38352538e-01 -2.59775274e-01
 -8.34351127e-01  2.61638134e-01 -1.48848339e-01 -8.06763824e-01
  2.67440582e-01  5.42110380e-02 -4.18205709e-01 -5.72750836e-01
  2.36144980e-01 -4.28835740e-01  1.64995892e-01 -3.15113584e-03
  5.08117684e-01  5.41873992e-01  2.24535216e-01 -1.26533937e-01
 -5.84872344e-02 -3.19697255e-01 -7.04736440e-01  4.12218300e-01
 -5.73144339e-01  6.90366208e-02 -1.92654626e-01 -9.04285932e-01
 -2.36542533e-01  2.49819378e-01 -6.72640048e-03 -1.50541235e-01
  7.78396272e-01 -1.59833236e-01 -7.48440488e-01  3.09382624e-02
 -5.58003483e-01 -3.52410357e-01  1.34220973e-01  2.03440413e-02
 -1.75516450e-01 -4.45906004e-01 -3.01378600e-01 -2.89351572e-01
 -8.69926427e-02  6.89146644e-01 -6.93655556e-02  5.33204994e-02
  6.33948518e-02 -9.66337867e-02  1.60363074e-01  2.39436732e-01
 -3.09307638e-02  4.94680359e-01 -8.08908744e-02  1.46488436e-01
  3.66250335e-01 -1.27258027e-01  4.89852821e-01  4.72451895e-01
 -1.21678730e-01  7.37077599e-02 -2.24757620e-01 -4.07267786e-02
 -2.92935984e-01 -7.48593381e-02 -1.49450193e-01  2.34748628e-01
  9.10788201e-01  4.78108616e-01 -7.30113389e-02  5.03089223e-01
  3.83036033e-02  7.74435417e-01 -1.75014717e-01  3.62482296e-01
  1.31710736e-01 -9.96172587e-02 -4.86008496e-01  6.15218469e-01
 -5.28166937e-02 -1.79667540e-01  2.05859111e-01 -3.50427245e-01
  6.18350126e-01 -4.19275033e-02 -3.59286997e-01 -8.96309453e-01
  3.51122020e-01 -1.28082310e-01  5.41029271e-01  1.89302655e-02
  2.59263852e-01 -1.25087835e-01  3.93422536e-03 -1.71991843e-02
  6.19782723e-01 -6.58480521e-01 -3.78225989e-01  7.73329864e-04
 -3.72690688e-01  8.66232635e-01  7.70903235e-01  2.40594968e-01
  3.82408068e-01  3.88828279e-01 -1.84866320e-01 -2.71619225e-01
  6.57833419e-02  5.09121972e-01 -7.08217604e-01  3.89955897e-01
  3.71563822e-01 -5.78996632e-01  2.61809600e-02 -6.69358972e-01
  2.31054352e-01 -3.97887515e-01 -2.20427654e-02  7.36332493e-02]","[301.5, 421.3, 719.1, 719.1, 719.1, 719.1, 729.9, 821.6, 821.6, 821.6, 821.6, 821.6, 821.6, 821.6, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 833.0, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5, 835.5]"
PSO,20,0.2,5.0,3.0,837.3,837.3,"[ 2.         -2.          0.3441776   2.         -2.         -0.97907797
 -2.          2.         -2.          2.          1.24484502  1.93921223
 -1.28346801 -2.          1.07500044  2.          2.          1.94089703
  2.         -1.61147079  2.          1.50284896  1.78737021 -2.
 -2.         -1.30948902  0.91488889  2.          2.          2.
  1.6674912  -2.         -2.          2.         -2.         -0.22945405
 -1.53556768 -2.         -0.81104277 -2.          1.4586628   1.8864092
 -2.         -1.33097151 -1.57517776  1.59091801 -1.25928171 -2.
 -0.18445934  2.         -1.29361843  1.72728352  2.         -1.87837355
 -1.03731664  2.         -0.06471565  2.         -2.         -2.
 -1.48321554  0.93621547  1.06854938 -2.         -2.          2.
  2.         -2.          0.68510271 -1.47713229 -2.         -2.
  0.61011492  1.04600116 -1.25674272  0.54112964  2.          1.12933712
  1.45026621  1.2014789  -1.97552472 -1.39765622  2.         -2.
 -2.         -0.93702555  0.19523522 -0.14096403 -2.         -1.2739833
 -0.54548553 -2.          2.         -1.22151684  1.8094316   2.
  2.         -2.         -2.          1.10450359 -1.7579518   2.
  2.          2.         -2.         -1.41973327  1.0388987   2.
 -0.32950038 -2.          2.          1.10167041  2.         -2.
 -2.         -2.          0.99796707 -1.08306185  1.1380304   0.38602065
  2.          1.08282836  2.         -0.11204896  2.         -2.
  0.17765876  2.         -2.         -2.         -2.         -2.
  2.         -0.25839678  1.94781345 -2.         -1.29058274  0.03506034
  0.98229399  2.         -1.78538179 -2.          0.96734839 -2.
  2.         -2.          2.         -2.          1.44970267 -2.
  1.91305256 -1.28375022 -2.          2.         -0.91500648 -2.
  2.         -1.27149442 -2.          1.16178457 -2.         -1.43989507
  2.          1.38487095 -0.52193811 -0.06996     1.531766   -0.19811324
 -0.51375475 -0.61006361 -1.21375708  1.0650439   2.         -2.
 -2.         -1.19162017 -1.29944018  0.63035495 -1.84500695 -2.
  1.26277745 -0.13267099  1.70212625  0.02068783 -0.99575773  2.
 -2.          2.         -2.         -2.         -0.19702331 -2.
 -1.69304628  1.08971976 -1.84045036  2.         -0.93184997 -1.66698088
  2.          1.04100214 -2.          0.79616592 -0.94533271  0.63230031
  2.          2.         -0.19505804 -2.         -2.          2.
  1.74747236  2.          0.82445218 -1.10075355  1.3062773  -2.        ]","[305.6, 305.6, 305.6, 416.0, 425.9, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 627.1, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3, 837.3]"
