algorithm,pop_size,crossover_rate,mutation_rate,crossover_type,max_fitness,avg_fitness,best_weights,fitness_history
GA,10,0.1,0.01,one_point,834.9,637.5399999999998,"[-0.99496984  0.87390979  0.67455235  0.03571932  0.37815189 -0.00677785
  0.97006933 -0.84378894  0.22949627 -0.1987632   0.24013547  0.74120204
  0.40343878  0.10483592 -0.66092896 -0.63329714  0.5689346   0.68554549
  0.15100683  0.95117167 -0.58770414  0.75247025  0.37042206 -0.5640794
  0.61069256 -0.83108564 -0.06912256  0.77662067 -0.33389833 -0.8552651
  0.90084538  0.10107154 -0.10990235 -0.66010645 -0.05126642 -0.26301396
  0.51456718  0.741773    0.96111534  0.2829002   0.81426963  0.22764756
 -0.59226341 -0.20620844 -0.90387397 -0.80984986 -0.14704504 -0.75026121
 -0.44781337  0.75944941  0.7265879  -0.01267905 -0.90131612 -0.98196111
  0.41573841 -0.20693204 -0.65120762  0.79739702  0.63153979 -1.05465625
 -0.60905781  0.6590947  -0.79626591  0.04418422 -0.30328788 -0.04861268
  0.9349592   0.48062568 -0.17503028 -0.35260246 -1.03791675 -0.90978777
  0.36820223  0.25908153 -0.1528277   0.35154971 -0.46126348  0.30810275
 -0.53232737  0.70725935 -0.52355372 -0.44676028  0.20327868  0.5784881
 -0.3703537  -0.23767344  0.74745627 -0.00376447 -0.77986938 -0.36527645
  0.46390958  0.23234277 -0.26065652 -0.78006931 -0.28913896 -0.41221422
  0.43320828 -0.34001041 -0.08344426  0.6005025  -0.37912022  0.43249571
 -0.47541048  0.08532063  0.75907701 -0.38261886 -0.14259535  0.6787295
  0.4296149   0.34653021 -0.66360479  0.32922735  0.06608794 -0.78921807
  0.03489574 -0.62808109 -0.02702937  0.36476164 -1.07346738  0.9269653
 -0.4434768  -0.53834608  0.29150773  0.81898859 -0.89851411  0.54625184
  0.17387589  0.44908735 -0.04131813  0.20984341  0.00221996 -0.80960648
  0.2881482   0.26042616  0.01180883 -0.90434609  0.84511506 -0.65606789
 -0.46528368 -0.90691336 -0.57354769  0.70077682 -0.36909433 -0.5370415
 -0.52883876 -0.73584354  0.08384607  0.22371988 -1.03494855  0.9890872
  0.18172951 -0.81628609 -0.95077724 -0.62620843 -0.81937444 -0.38627493
 -0.629997   -0.81809066  0.54789233 -0.36260966  0.85456153  0.48864397
  0.37824099 -0.51497313  0.71525051  0.42996987  0.97172308  0.27135083
  0.7944484  -0.8210902  -1.05608908 -0.51118536 -0.82984801  0.01261882
  0.28104807 -0.06879705 -0.01913519 -0.92512632  0.49177149  0.43545772
  0.97527691  0.1301839   0.55156152  0.5378975   0.6720675   0.67117754
 -0.78407135  0.09852468  0.55469883  0.49392527  0.66031377  0.10748508
 -0.35395347  0.20607227 -0.42126307 -0.38389989 -0.68587077 -0.23562327
  0.07644932 -0.4978858  -0.12719162 -0.50141369  0.17659952  0.6193277
  1.09784078 -0.59306242  0.19319097 -0.66927137  0.16354397 -0.17959313
  0.21630788 -0.00933564  0.66697845 -0.94603859 -0.29455946 -0.02326982]","[np.float64(319.4), np.float64(313.6), np.float64(419.4), np.float64(425.7), np.float64(424.9), np.float64(414.2), np.float64(623.8), np.float64(512.3), np.float64(739.7), np.float64(615.3), np.float64(622.9), np.float64(629.7), np.float64(525.7), np.float64(527.1), np.float64(828.5), np.float64(526.7), np.float64(621.8), np.float64(524.9), np.float64(628.4), np.float64(626.2), np.float64(726.7), np.float64(717.9), np.float64(722.1), np.float64(634.5), np.float64(526.9), np.float64(733.6), np.float64(620.2), np.float64(730.1), np.float64(738.5), np.float64(620.6), np.float64(629.9), np.float64(834.6), np.float64(519.8), np.float64(526.6), np.float64(627.7), np.float64(825.6), np.float64(827.3), np.float64(834.9), np.float64(621.2), np.float64(632.3), np.float64(731.9), np.float64(732.3), np.float64(627.7), np.float64(629.5), np.float64(531.5), np.float64(728.0), np.float64(622.3), np.float64(524.1), np.float64(523.7), np.float64(724.4)]"
GA,10,0.1,0.01,two_point,425.2,311.58000000000004,"[-0.79080642  0.91819206 -0.54321905  0.54683519 -0.80694807  0.79647426
  0.66861602 -0.30655779 -0.10425679  0.61526127 -0.49727428  0.10001727
 -0.69095843 -0.0702646   0.97647515  0.73400633 -0.06507386 -0.26805076
  0.38443905 -0.42547959 -0.54816996 -0.39296467 -0.23560909 -0.7445347
 -0.34261487  0.50447821  0.9731063  -0.55943322 -0.13600151  0.32593435
  1.15133393  0.70432174  0.82542469  0.19208239  0.09295744 -0.61753905
 -0.70800739 -0.93644149 -0.26767955  0.2380548   0.48730656  0.58489078
 -0.14565398 -0.73807229 -0.19209786  0.00617594  0.9228613   0.41342319
  0.90361133 -0.78362869  0.56364801  0.00987433  0.33018252 -0.09693475
 -0.47644743 -0.25635198 -0.52877453  0.37763132  0.4467733  -0.09654355
  0.28828853 -0.57848185 -0.89983004 -0.12022038  0.72287595 -0.88874181
 -0.89672519  0.84964558 -0.23964375 -0.52795353 -0.03270333 -0.9902536
 -0.84713449 -1.02320291 -0.83882833  0.45547502  0.7125622   0.27565337
 -0.92808131 -0.96026163  0.444721    0.78653301  0.44578757 -0.10079836
  0.82860936 -0.59085662  0.10221889  0.44832594  0.33874717 -0.39713386
  1.04715073  0.64983658  0.35995953 -0.18774729  0.35631844 -0.18822045
  0.08851362  0.54948386  0.69280269  0.09815101 -0.8064191  -0.27185516
  0.92884213  0.15454952  0.8415433  -0.36821192 -0.77895631 -0.9203158
  0.08904849 -0.17405518 -0.60403017 -0.910833   -0.60481072  0.57649619
 -0.70544373 -0.66139403 -0.3322665   0.70120352  0.83878051  0.49470317
  0.98509052  0.19579175 -0.68479186 -0.74217467  0.40570167 -0.13923533
 -0.67389954 -0.08211433 -0.95866532 -0.85876084  0.97532774  0.78497347
  0.05611304  0.35447655  0.40967867 -0.2585467  -0.12782482 -0.47779553
  0.99474294 -0.19773735  0.66174397 -0.6297525  -0.58634442  0.48511985
 -0.69749717  0.78061949 -0.28838418  0.11203279  0.97719069  0.07665382
  0.34016761 -0.71436416  0.29768446 -0.87470829  0.43436355 -0.13445532
 -0.686574    0.47216276  0.92793997  0.12803681 -0.10910029  0.23249443
 -0.87564816  0.74799488 -0.26664419  1.0618449  -0.44910044 -0.92814337
 -0.18388742  0.963557   -0.31668719  0.0342027  -0.48925626  0.98688861
 -0.75563593  0.51303767 -0.05767647  0.53528567 -0.12823744 -0.42823022
  0.38993833  0.36407774  0.6845185  -0.97902457 -0.23804954  0.25726396
 -0.09411542  0.45224384 -0.74237739 -0.91564784 -0.89268638 -0.9582073
 -0.44769431  0.14014924  0.72056888 -0.36573925 -0.83120174  0.35002038
  0.2003144  -0.66820799  0.92815407  0.07328141 -0.06642906  0.51997342
 -0.78492072  0.38972237  0.54067493  0.69299306 -0.44657138  0.47426543
 -0.75845436  0.7345369  -0.93419452  0.0908028   0.26346894 -0.54894255]","[np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(312.0), np.float64(300.0), np.float64(321.1), np.float64(300.0), np.float64(415.1), np.float64(310.3), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(312.0), np.float64(308.1), np.float64(303.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(425.2), np.float64(400.0), np.float64(400.0), np.float64(300.0), np.float64(309.2), np.float64(315.3), np.float64(300.0), np.float64(400.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(313.2), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(312.0), np.float64(303.8), np.float64(300.0), np.float64(400.0), np.float64(300.0), np.float64(300.0)]"
GA,10,0.1,0.03,one_point,302.2,300.06,"[-7.51717757e-01 -3.65038104e-01  4.56036707e-01 -5.72951797e-02
 -6.33608439e-01 -8.16046438e-02 -5.09814978e-01 -6.11782885e-01
  7.27004020e-01 -7.81872185e-01  5.01260307e-01 -4.82052861e-01
 -8.47652699e-01  3.84397616e-01  5.47962951e-01  6.82652675e-01
  1.95121151e-01 -1.24731300e-01 -6.28567719e-01  6.80193363e-01
  9.46841430e-02 -2.45474737e-02 -3.47305651e-01  4.53495925e-01
 -2.96521773e-01 -8.08005040e-01  3.81567978e-01  3.74661401e-01
  4.62980158e-01  2.45709255e-01 -7.33442440e-01  4.80590692e-01
 -2.69153073e-01 -4.68462591e-01  5.76891743e-01 -1.26649801e-01
  3.28379398e-01  4.59233011e-01 -4.89937195e-01  4.23644248e-01
  9.44942089e-01 -5.87668616e-01 -6.93526992e-01 -7.39969722e-01
 -9.22823457e-01  2.30587995e-03 -7.91380754e-01 -2.22188061e-01
 -3.91635162e-01  7.66502168e-01  6.04549489e-01  5.96577927e-01
  9.99074575e-01 -5.64373918e-02 -1.51059297e-01  8.53549924e-01
  4.51219518e-01  6.18619699e-01 -7.75504443e-01 -6.99808052e-01
 -5.75312344e-01  4.95232216e-01 -4.65037420e-01  4.91773394e-01
  7.06106734e-01 -3.53529367e-01 -3.08707156e-01  2.76177008e-01
 -5.56772870e-01 -2.57253880e-01  6.34199063e-01 -5.73262795e-01
  1.87827143e-01 -2.99388197e-01  4.76466546e-01  8.11662238e-01
  9.97076896e-01 -1.90515206e-01  1.53082254e-02  5.88749683e-01
 -1.03458505e+00 -5.76168412e-01 -7.75639878e-01  2.27483423e-01
  7.58354497e-01  2.56945010e-02  2.47624543e-01 -5.25819912e-01
  2.81094434e-02 -9.27945765e-01  2.70576025e-01  1.43721514e-01
 -3.40731418e-02 -1.67829735e-01 -5.23000025e-01 -5.14580249e-01
 -6.66821172e-01 -1.03216444e+00 -3.17335507e-01  1.07665637e+00
  9.18741641e-01 -3.96894566e-01 -7.57510234e-01  7.00107729e-01
 -7.62038087e-01 -9.12884236e-01  5.06426142e-01  5.24483072e-02
  1.92828907e-01 -7.02259401e-01 -1.24269056e+00  2.63881451e-01
 -3.96841781e-01  2.70132905e-01  4.34202775e-01  7.98926426e-01
 -8.39819974e-01 -2.35002141e-01 -7.69569900e-01  5.54188662e-01
 -4.75240968e-01 -6.21948139e-01  2.67467543e-02 -8.59209875e-01
 -5.23864975e-01  1.60415721e-02  7.84082019e-01  3.31739055e-01
 -1.95314971e-01 -6.28449147e-01 -5.77250655e-01  9.06388251e-01
  1.87536961e-01  6.49715871e-01 -9.08579132e-01 -3.11515617e-01
 -5.54428449e-01  3.20923007e-01  3.63189457e-01 -4.74419718e-01
  8.09924488e-01 -7.24251826e-01  7.96389704e-01  3.74729984e-01
  6.97127251e-01  6.32588975e-01  4.47735706e-01  4.13881037e-01
  1.08310369e+00  5.37623669e-01 -3.04537322e-01 -2.35551861e-01
  5.12733916e-01  7.99669296e-01  6.95040281e-01 -3.60818349e-01
  9.49788943e-01 -7.90925886e-01  7.47739439e-01  1.94864330e-01
  1.00899387e-03  3.32144662e-01 -9.89434289e-01 -5.73960063e-01
  6.93485333e-01 -4.80396514e-01 -1.73765289e-01 -4.05477128e-02
  7.08534770e-01 -3.27496025e-01 -8.94436573e-01  5.42236293e-01
 -2.46807009e-01  1.52726106e-01  6.78994240e-01  7.85466560e-01
  2.16878423e-01 -4.27974853e-01 -4.46813935e-02 -4.23448896e-01
 -5.12064377e-01  1.19739511e+00 -5.29651737e-01 -6.81141188e-01
 -7.96850318e-02  8.27929559e-01 -5.02009227e-01 -4.61727550e-01
  7.24160212e-01 -5.77134360e-01 -5.02000372e-01  4.37826282e-01
 -3.20832564e-02  4.59316836e-01 -9.00478124e-01  7.63027307e-02
 -4.98555773e-01 -5.17255243e-01  8.26447783e-01  7.70354141e-01
  8.47844219e-01 -3.32214578e-01 -2.39934847e-01 -2.66524483e-01
  1.07846820e+00  1.19157207e-01  6.55395260e-01 -5.97771931e-01
  8.69174746e-01 -3.57676246e-01  2.45522755e-01  2.71633871e-01
 -6.38482224e-01  7.65275590e-01 -9.45544609e-02 -1.39749400e+00]","[np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(302.1), np.float64(300.0), np.float64(300.0), np.float64(302.2), np.float64(300.0), np.float64(300.0), np.float64(302.2), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(302.2), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.6), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0)]"
GA,10,0.1,0.03,two_point,611.1,418.25,"[ 0.11892838 -0.92141198 -0.07563413 -0.09401123  0.14388191  0.23153297
  0.36458815  0.51580684 -0.43545509 -0.39316099  0.08528159 -0.78683251
 -0.02671356 -0.11582989 -0.68185966  0.60546599  0.13656369 -0.07447662
  0.3520949  -0.6999222  -0.47469064 -0.66197874  0.33083777 -0.19324332
  0.6463256  -0.44453765  0.71754123 -0.78719762  0.85998399 -0.13070552
  0.64402062  0.40762713  0.52070347  0.88887591  0.10840425 -0.81865115
  0.27395921  0.98844682 -0.40027407 -0.69375627 -0.81468658 -0.79246942
  0.0688188  -0.22173773 -0.02299807 -0.31747565 -0.99064702 -0.95178637
  0.53898772 -0.07481231 -0.18421599  0.63989514 -0.73800125  0.24548663
  0.28483023  0.61754988  0.33757151 -0.56051881 -0.21976947 -1.16878875
 -0.28350018 -0.31112506  0.34477677  0.52013744  0.12717255  0.66144222
  0.39257086 -0.59723998  0.55819013  0.73824315 -0.09137462 -0.50123418
 -0.4343064  -0.14221616 -0.78119038 -0.03314747  0.06026962 -0.44165248
  0.15931355 -0.04590715  0.71875419  0.23397535  0.86076879 -0.18672309
 -0.53469639  0.52361683 -0.33605376 -0.79605683 -0.56768343 -0.478109
 -0.24342283  0.09382656  0.46883237 -0.27381945 -0.16806095 -0.21486215
 -0.67544001  0.73545885  0.95923683  0.16563636 -0.50485803  0.79320628
 -0.07860506  0.52124721 -0.28933689  0.72561733  0.28206779 -0.47728028
  0.59834829  0.51669219  0.949175    0.7826876  -0.40242137 -0.62342693
 -0.21530719 -0.73307007  0.50498203 -0.2382436  -0.50583655 -0.85948668
 -0.71817568  0.23674667 -0.08556522 -0.23550156  0.77474796 -0.47281833
 -0.78054291 -0.17056395  0.47316757 -0.52892632  0.26408869 -0.021237
  0.97449661  0.27359779 -1.03719072  0.11263918  0.60189243 -0.24854645
  0.3227726   0.62085499 -0.42963856  0.91748937 -0.80050362 -0.04265353
 -0.97699222 -0.09005581  0.3046845   0.85752118 -0.84736645 -0.45527336
 -0.75192738 -0.791929   -1.02775717  0.64403982  0.04864082 -0.40029772
  0.82948838  0.48420133 -0.63605198  0.63227999 -0.99313876 -0.01437515
  0.7221045   0.12964813  0.90241986  0.21441066 -0.92962086  0.09513599
 -0.34192604 -0.9870022  -0.46311659 -0.47211644 -0.12493486  0.50882738
 -0.16027273  0.38788947  0.59451663  0.07501257 -0.30374979 -0.79228243
 -0.22203867 -0.97672658  0.88261421 -0.82906992  0.19721682  0.13394106
 -0.05845865  0.6517891   0.60633576 -0.16867937  0.62377276  0.24962248
  0.41348484 -0.10559934 -0.71944272  1.19628151 -0.11666214 -0.0956731
 -0.7436519   0.17808729 -0.78975673  0.35865144  0.17672885  0.91346837
  0.77054221 -0.80241942  0.49251802  0.66740607  0.46706504  0.14158621
 -0.31952791 -0.06818395  0.26080344  0.79963433 -0.77403107  0.81095963]","[np.float64(306.9), np.float64(304.8), np.float64(300.0), np.float64(300.0), np.float64(302.6), np.float64(300.0), np.float64(303.2), np.float64(303.6), np.float64(302.1), np.float64(306.4), np.float64(300.0), np.float64(303.1), np.float64(301.9), np.float64(302.8), np.float64(506.7), np.float64(304.8), np.float64(404.4), np.float64(404.4), np.float64(402.1), np.float64(506.6), np.float64(511.5), np.float64(406.4), np.float64(302.5), np.float64(302.0), np.float64(308.3), np.float64(307.6), np.float64(403.6), np.float64(301.4), np.float64(301.6), np.float64(301.8), np.float64(514.3), np.float64(300.0), np.float64(303.0), np.float64(302.1), np.float64(302.4), np.float64(308.0), np.float64(300.0), np.float64(303.1), np.float64(408.2), np.float64(305.5), np.float64(300.0), np.float64(413.8), np.float64(310.5), np.float64(509.2), np.float64(311.5), np.float64(505.8), np.float64(403.4), np.float64(507.6), np.float64(611.1), np.float64(309.6)]"
GA,10,0.1,0.05,one_point,301.6,300.05,"[-0.79975809  0.40468202 -0.97504823  0.72268985 -0.33591093 -0.06893148
  0.32889888 -0.89584722  0.10876515  0.616241   -0.51238091  0.44410801
  0.34278523 -0.17005681  0.8270351  -0.49399576 -0.41692852 -0.40072401
 -0.30851153  0.58170034 -0.13301077  0.09421091 -0.26505511 -0.70745478
  0.64465419 -0.95652031 -0.94255577  0.81527996  0.56277994  0.66966729
 -0.23913708 -0.69277559 -0.65783461  0.8318847   0.78974225  0.84338423
 -0.83554403 -0.29221628  1.08581165  0.36299415 -0.61469763 -0.19345909
 -0.41746187 -0.38086347 -0.12089792  0.80130615 -0.54582574 -0.3953255
  0.55531874 -1.10397773 -0.36616843  0.21397331 -0.25230552 -0.01036488
  0.43924073 -1.0346015   0.36996312  0.72529732 -0.72367479  0.94549371
  0.03385231 -0.08979747  1.15751761  0.84732825 -0.10195267 -0.62437925
 -0.15745504  0.83742679  0.70982406  0.89076225  0.34990451  0.46657064
  0.80164365 -0.47338118 -0.50132684  0.49418564 -0.27771463  0.21715596
  0.772963   -0.92608417  0.56086393  0.34330452  0.3799337   0.53210483
  0.29711547  0.32689565  0.62203004  0.59612118 -0.2677424   0.34186538
  0.65981118  0.59026218  0.66098246 -0.0151848   0.34782277 -0.44185298
 -0.28073565  0.15984554  0.42503508 -0.20247103 -0.74146495  0.41053082
 -0.38919688  0.6725359   0.43343391 -0.49945863  0.18476914  0.29029746
  0.20666697  0.42698828 -0.5567091   0.20025064  0.41146775 -0.24883313
  0.21946516 -0.87346616  0.91375555 -0.11266508  0.20375089  0.13397206
 -0.71032395 -0.75481373 -0.29611549 -0.52743367 -0.83765735  0.75122706
  0.73801581 -0.36136873 -0.74631707 -0.41879961 -1.08542406  0.52974091
  1.03144159 -0.57201596 -0.70080212 -0.20963878 -0.63692061 -0.34104728
  0.25448159  0.1487359   1.02244271 -0.20626747 -0.59769843 -0.66030145
  1.25178703 -0.85090218  0.05540649 -1.00848975 -0.06544024  1.01030199
 -0.21806578  0.2519554  -0.41723411  0.68108728 -0.69966145 -0.45143485
  0.52529912  0.31417828  0.06452867 -0.63270294  0.68967301  0.87014746
 -0.04696628 -0.31500103  0.45197107 -0.56146471  0.20913751  0.88769051
 -0.92015998  0.76939049 -1.10027976  0.53945949 -0.91001667  0.53017071
  0.05244821  0.58209477 -0.75270537  0.86176095 -0.05318773  0.88468519
 -0.71228851 -0.13519996 -1.07374818 -1.12569309  0.35754044  0.37966588
  0.30491199 -0.02702506  0.40244457 -0.92601269 -0.45673886  0.91804795
  0.40859207 -0.45392945  0.89660368  0.24791996  0.47943987  0.48472641
 -0.95244144  0.24763305 -0.29504799 -0.39952834  0.73768408 -0.19899824
  0.76508705  0.69474705  0.74836887 -0.05097733 -0.2352775  -0.17806984
 -0.24651222  0.74336508 -0.45172021 -0.86141335 -0.80858489  0.00442681]","[np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(301.6), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.5), np.float64(300.0), np.float64(300.0), np.float64(300.0), np.float64(300.0)]"
GA,10,0.1,0.05,two_point,1008.9,742.8199999999999,"[-0.28339834  0.61098689 -0.34994067  0.41519587  0.51460333 -0.69192524
 -0.27005851  0.58542785  0.76223817 -0.11349959 -0.74223529 -0.54367567
 -0.17435574  1.19319226 -0.85355692  0.40457729 -0.14157232  0.70574505
 -0.08699246 -0.59125305  1.19898898  0.02394215  0.08293537  0.90627925
  0.38895311  0.13189045 -0.88582504  0.48475927  0.38478918 -0.02944535
 -0.647927   -0.17839795 -0.80865888 -0.39929691 -0.47409938 -0.47812181
  0.19823723 -0.59158402 -0.58270378  0.49171882 -0.31286137 -0.79296992
  0.89232544 -0.96068282 -0.50231835 -0.16891193  0.35722152  0.53251263
 -0.53282093 -0.94507424 -0.73124858 -0.09705955 -0.06113075 -0.07392803
 -0.53350745 -0.91821322 -0.47748231  0.80649726  1.1007265   0.61197652
  0.60025535  0.58657196  0.38022222  0.83394938 -0.22029633  0.01843145
  0.88654258  0.2549872  -0.06811764  0.18977788  0.75133996  0.74755359
  0.34659736 -0.50844139  1.028303    0.39291187  0.24603042 -0.74406238
 -0.33522068 -0.21202782 -0.56270022 -0.92135807 -0.71327437  0.67463086
 -0.46357814 -0.46852516  0.7913972  -0.07534927  0.61143455  1.03884896
  0.61529501  1.07173675  0.95667867 -0.43820365  0.18977705  0.27408492
 -0.08536661  0.18015312  0.92637286 -0.23078689  0.23815505  0.02690448
 -0.9638435  -0.16354156  0.40215841  0.7250843   0.65417851  0.22569187
  0.69839181 -0.6594915  -0.87548204  0.68019432 -0.95364442 -0.38342071
 -0.25495746  0.31230811 -0.09870742  0.85064443  0.06862817  0.32371113
  0.11970227  1.15731549  1.09873212 -0.09494095 -0.65815755 -0.03582777
 -0.73545912  0.35110963 -0.28343223  0.60765133 -0.88832378  0.52643873
  0.06083251 -0.19018965 -0.87200813 -0.098106    0.22640373  0.28989233
 -1.00385948  0.05001538  0.64584473 -0.49165593 -0.66531868  0.28060274
  0.74181846  0.56655798  0.90623185  0.38211565  0.51198786  0.58533324
  0.38527614  0.51546818 -0.70080294 -0.43243525  0.18480621 -0.41400826
 -0.47974327 -0.00208218  0.5715378   0.28936611 -0.72923018 -0.46702461
  0.8108109   0.81038603  0.24857808 -0.81463244 -0.44615445 -0.33296054
  0.530083   -0.60854017 -0.66154677  0.21814803  1.1548786  -0.0665521
 -0.63808265  0.56919698  0.4329018   0.25843159 -0.64420215  0.64289843
 -0.01346301 -0.88589632 -0.95858013  0.6634783  -0.00140594 -0.64746128
 -0.29429729  0.04210916 -0.15547845 -0.70264598  0.59687363  0.85333242
  0.01108328 -0.96030185 -0.3764976  -0.71348029 -0.75284443 -0.95315072
  0.09998087  1.08413239 -0.21683695 -0.60902871 -0.49051105 -0.42005141
  0.63922761 -0.59275562  0.09460638  0.30910425  0.10477684  0.80835816
  0.8708157  -1.10765492  0.74888196 -0.97492855 -0.7517786  -0.87146593]","[np.float64(300.0), np.float64(301.8), np.float64(300.0), np.float64(406.2), np.float64(406.2), np.float64(307.6), np.float64(321.5), np.float64(600.0), np.float64(407.4), np.float64(715.2), np.float64(401.0), np.float64(422.2), np.float64(404.6), np.float64(511.5), np.float64(525.1), np.float64(400.0), np.float64(500.0), np.float64(417.3), np.float64(608.4), np.float64(615.6), np.float64(721.0), np.float64(516.4), np.float64(515.6), np.float64(717.1), np.float64(529.3), np.float64(900.0), np.float64(609.9), np.float64(421.2), np.float64(516.8), np.float64(563.0), np.float64(413.4), np.float64(434.7), np.float64(434.2), np.float64(549.5), np.float64(410.8), np.float64(509.6), np.float64(526.9), np.float64(512.8), np.float64(744.8), np.float64(723.8), np.float64(612.2), np.float64(618.7), np.float64(700.0), np.float64(725.3), np.float64(800.0), np.float64(814.5), np.float64(623.0), np.float64(617.6), np.float64(1008.9), np.float64(908.0)]"
